RC,YR,POP,USUR,USAL,UGW,UREC,URES,UIND,UTOT,UPOP,ASUR,ASAL,AGW,AREC,ATOT,ISUR,ISAL,IGW,IREC,ITOT,PSUR,PSAL,PGW,PREC,PTOT,SUR,SAL,GW,REC,ALL,PGEN,SC,SN,CC,RN,CN
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,95,CO_Other,Phillips County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,105,CO_Other,Rio Grande County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,111,CO_Other,San Juan County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,113,CO_Other,San Miguel County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,119,CO_Other,Teller County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,125,CO_Other,Yuma County
18,2010,662.564,40.28,0,60.65,0,98.26,0,100.93,635.82,38.63,0,7.98,0,46.61,0,0,1.04,0,1.04,0,0,0.42,0,0.42,78.91,0,70.09,0,149,77.08,35,NewMexi,1,NM_Albuque,Bernalillo County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,6,NM_West,Cibola County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,31,NM_West,McKinley County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,39,NM_West,Rio Arriba County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,43,NM_West,Sandoval County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,45,NM_West,San Juan County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,53,NM_West,Socorro County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,3,NM_Other,Catron County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,5,NM_Other,Chaves County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,7,NM_Other,Colfax County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,9,NM_Other,Curry County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,11,NM_Other,De Baca County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,13,NM_Other,Dona Ana County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,15,NM_Other,Eddy County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,17,NM_Other,Grant County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,19,NM_Other,Guadalupe County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,21,NM_Other,Harding County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,23,NM_Other,Hidalgo County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,25,NM_Other,Lea County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,27,NM_Other,Lincoln County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,28,NM_Other,Los Alamos County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,29,NM_Other,Luna County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,33,NM_Other,Mora County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,35,NM_Other,Otero County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,37,NM_Other,Quay County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,41,NM_Other,Roosevelt County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,47,NM_Other,San Miguel County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,49,NM_Other,Santa Fe County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,51,NM_Other,Sierra County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,55,NM_Other,Taos County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,57,NM_Other,Torrance County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,59,NM_Other,Union County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,61,NM_Other,Valencia County
