RC,YR,POP,USUR,USAL,UGW,UREC,URES,UIND,UTOT,UPOP,ASUR,ASAL,AGW,AREC,ATOT,ISUR,ISAL,IGW,IREC,ITOT,PSUR,PSAL,PGW,PREC,PTOT,SUR,SAL,GW,REC,ALL,PGEN,SC,SN,CC,CN
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,13,Duchesne County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,15,Emery County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,17,Garfield County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,31,Piute County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,39,Sanpete County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,47,Uintah County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,51,Wasatch County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,1,Beaver County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,3,Box Elder County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,5,Cache County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,7,Carbon County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,9,Daggett County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,19,Grand County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,21,Iron County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,25,Kane County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,27,Millard County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,33,Rich County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,37,San Juan County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,41,Sevier County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,43,Summit County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,45,Tooele County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,53,Washington Count
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,55,Wayne County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,57,Weber County
12,2010,43.806,9.59,0,0.33,0,9.89,0,9.92,43.34,91.28,0,10.85,0,102.13,0.78,0,31.81,0,32.59,24.4,0,0,0,24.4,126.05,0,42.99,0,169.04,14828.91,56,Wyoming,37,Sweetwater County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,1,Albany County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,3,Big Horn County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,5,Campbell County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,7,Carbon County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,9,Converse County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,11,Crook County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,13,Fremont County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,15,Goshen County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,17,Hot Springs Count
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,19,Johnson County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,21,Laramie County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,23,Lincoln County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,25,Natrona County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,27,Niobrara County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,29,Park County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,31,Platte County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,33,Sheridan County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,35,Sublette County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,39,Teton County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,41,Uinta County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,43,Washakie County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,45,Weston County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,29,Delta County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,37,Eagle County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,45,Garfield County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,49,Grand County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,51,Gunnison County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,53,Hinsdale County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,77,Mesa County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,81,Moffat County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,85,Montrose County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,91,Ouray County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,97,Pitkin County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,103,Rio Blanco County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,107,Routt County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,109,Saguache County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,117,Summit County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,1,Adams County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,5,Arapahoe County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,31,Denver County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,35,Douglas County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,59,Jefferson County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,11,Bent County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,13,Boulder County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,14,Broomfield County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,15,Chaffee County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,25,Crowley County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,41,El Paso County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,43,Fremont County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,69,Larimer County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,75,Logan County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,87,Morgan County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,89,Otero County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,99,Prowers County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,101,Pueblo County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,115,Sedgwick County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,121,Washington County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,123,Weld County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,3,Alamosa County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,7,Archuleta County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,9,Baca County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,17,Cheyenne County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,19,Clear Creek Count
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,21,Conejos County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,23,Costilla County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,27,Custer County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,33,Dolores County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,39,Elbert County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,47,Gilpin County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,55,Huerfano County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,57,Jackson County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,61,Kiowa County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,63,Kit Carson County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,65,Lake County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,67,La Plata County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,71,Las Animas County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,73,Lincoln County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,79,Mineral County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,83,Montezuma County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,93,Park County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,95,Phillips County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,105,Rio Grande County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,111,San Juan County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,113,San Miguel County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,119,Teller County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,125,Yuma County
18,2010,662.564,40.28,0,60.65,0,98.26,0,100.93,635.82,38.63,0,7.98,0,46.61,0,0,1.04,0,1.04,0,0,0.42,0,0.42,78.91,0,70.09,0,149,77.08,35,NewMexi,1,Bernalillo County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,6,Cibola County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,31,McKinley County
